wiki_db	num_pages	max_length	max_media	max_cats	max_refs	max_headings	max_links	max_srcs	infobox	mbox
cebwiki	6125386	33.823069050575526	2.0	4.0	0.44348429699181197	0.05913123959890826	0.32522181779399545	5	True	False
cewiki	601471	28.442925306655784	3.0	4.0	1.054743830901945	0.2461068938771205	0.3164231492705835	5	True	False
chowiki	14	18.015271299650195	2.0	1.0	0.0	0.11101692373840821	0.11101692373840821	5	False	False
chrwiki	1165	17.076299364909246	4.0	4.0	0.1171213948210511	0.17568209223157666	0.29280348705262776	5	True	False
chwiki	590	25.767227247028337	3.0	2.0	0.0	0.07761797498916592	0.11642696248374887	5	False	False
chywiki	828	11.832159566199232	5.0	2.0	0.0	0.08451542547285165	0.253546276418555	5	False	False
ckbwiki	56871	56.64803615307419	3.0	11.0	0.1941814888388333	0.12357003835198482	0.4060158402993787	5	True	False
cowiki	8207	55.41389717390395	3.0	3.0	0.036092029292281204	0.16241413181526543	0.30678224898439027	5	False	False
crhwiki	28575	13.379088160259652	4.0	2.0	0.29897403710077436	0.22423052782558076	0.37371754637596794	5	True	False
crwiki	26	61.03482612410721	2.0	1.75	0.012288066463480412	0.04505624369942818	0.11878464248031065	5	False	False
csbwiki	5512	35.4633613748048	3.0	3.0	0.028198116626092225	0.14099058313046112	0.3383773995131067	5	False	False
cswiki	551213	80.1273985600429	6.0	13.0	0.26208263811614696	0.16224163311951956	1.1481715574612152	5	True	False
cuwiki	1256	28.8704000665041	3.0	3.0	0.06927510513858212	0.1039126577078732	0.31173797312361956	5	False	False
cvwiki	56803	32.817678162843876	3.0	6.0	0.12188552706720104	0.21329967236760183	0.6398990171028055	5	True	False
cywiki	281574	39.585350825778974	4.0	12.0	0.1768330923933968	0.12630935170956914	1.0862604247022947	5	True	False
dagwiki	11960	61.77539963448231	2.0	8.0	0.598943919730582	0.22662742908724726	0.2104397555810153	5	True	False
dawiki	301143	67.27555276621665	4.0	7.0	0.17837088669787884	0.13377816502340914	0.936447155163864	5	True	False
dewiki	2948419	88.11413053534656	6.0	11.0	0.23832726796953357	0.1361870102683049	1.0214025770122868	5	True	False
dgawiki	2435	56.767948703471745	1.0	9.0	0.36992705355083066	0.15854016580749886	0.14092459182888786	5	False	False
dinwiki	533	44.6833302250403	3.0	2.0	0.022379710620575127	0.04475942124115025	0.06713913186172538	5	False	False
diqwiki	42305	22.847319317591726	2.0	3.0	0.13130643285972254	0.21884405476620425	0.7003009752518536	5	True	False
dsbwiki	3423	39.302671664913554	9.0	6.0	0.10177425173797783	0.20354850347595566	0.4579841328209002	5	True	False
dtywiki	3858	50.58309994454666	4.0	5.0	0.23723338453268747	0.138386140977401	0.1976944871105729	5	True	False
dvwiki	4579	75.6782663649214	2.0	2.0	0.02642766670097831	0.10571066680391324	0.10571066680391324	5	True	False
dzwiki	947	87.08788664332134	3.0	2.0	0.0	0.09186122557738642	0.022965306394346605	5	False	False
eewiki	1346	49.751884386422994	2.0	2.0	0.12059844715424219	0.10049870596186848	0.10049870596186848	5	False	False
elwiki	241373	98.18859404228171	6.0	8.0	0.35645688118243546	0.13239827015347602	0.8045741032403543	5	True	False
emlwiki	13172	11.552056094046588	3.0	7.0	0.5193880596798808	0.6059527362931942	0.2596940298399404	5	False	False
enwiki	6939934	96.55568341635825	5.0	15.0	0.507479189896123	0.1553507724171805	1.180665870370572	5	True	False
eowiki	355738	55.51576352712804	7.0	6.0	0.09006450929125251	0.144103214866004	0.8466063873377735	5	True	False
eswiki	1956251	99.14131328563285	5.0	10.0	0.2925117596177996	0.14121257360859293	0.9985746276607642	5	True	False
etwiki	246541	69.54135460285484	4.0	6.0	0.15817925984933898	0.12941939442218642	0.9203156936688812	5	True	False
euwiki	427397	57.4543296888929	3.0	7.0	0.15664615789155895	0.19145641520079426	0.6613948888754712	5	True	False
extwiki	3857	53.302907988213924	4.0	3.0	0.09380351257956837	0.13132491761139573	0.35645334780235977	5	True	False
fatwiki	1352	69.9092268588346	2.0	2.0	0.17165116164467395	0.10012984429272648	0.07152131735194749	5	False	False
fawiki	1018537	53.60223875921558	3.0	20.0	0.1865593719866924	0.13059156039068467	0.6156459275560848	5	True	False
ffwiki	3597	51.76485294096758	2.0	3.0	0.0965906346860867	0.0965906346860867	0.13522688856052137	5	False	False
fiu_vrowiki	6735	38.81494557512607	2.0	3.0	0.05152654397335205	0.3606858078134644	0.4895021677468445	5	False	False
fiwiki	582496	71.88184749990779	4.0	6.0	0.2921460804137921	0.12520546303448232	0.8207913687816063	5	True	False
fjwiki	1307	35.00999857183659	2.0	2.0	0.028563268802999583	0.028563268802999583	0.1713796128179975	5	True	False
fonwiki	1778	36.235341863986875	2.0	3.0	0.055194732466088164	0.11038946493217633	0.1655841973982645	5	True	False
fowiki	14166	50.336368561905616	4.0	5.0	0.09933175838560555	0.11919811006272667	0.9138521771475712	5	True	False
frpwiki	5819	31.43564855383135	3.0	5.0	0.41354324144890503	0.41354324144890503	0.731653427178832	5	False	False
frrwiki	19090	29.359836511806396	4.0	2.0	0.10218040549352575	0.1703006758225429	0.817443243948206	5	True	False
frwiki	2711719	94.69952481401371	8.0	11.0	0.3907094578633483	0.20063458647036805	1.319964384673474	5	True	False
furwiki	4330	51.22596997617517	3.0	2.0	0.0	0.19521348262709184	0.5075550548304387	5	True	False
fywiki	54173	82.8214947945278	6.0	13.0	0.024148320492908378	0.10866744221808769	1.3885284283422317	5	True	False
gagwiki	2988	35.83294573433786	6.0	4.0	0.027907278609297356	0.16744367165578414	0.6600071391098851	5	True	False
ganwiki	6846	14.560219778561036	2.0	3.0	0.0	0.5494422557947561	0.6181225377691006	5	True	False
gawiki	60815	51.94227565288221	4.0	6.0	0.11551284429847786	0.13476498501489084	0.5775642214923893	5	True	False
gcrwiki	2408	30.326556019436225	2.0	1.0	0.0	0.23082080258350848	0.06594880073814528	5	False	False
gdwiki	16089	42.944149776191836	3.0	4.0	0.1630024121208889	0.1164302943720635	0.8615841783532698	5	True	False
glkwiki	7361	30.854497241083024	2.0	2.0	0.12964074471043288	0.12964074471043288	0.19446111706564934	5	True	False
glwiki	217477	82.57723657279892	6.0	9.0	0.25430737175960955	0.1453184981483483	1.1262183606496994	5	True	False
gnwiki	5823	56.89200295296342	3.0	2.0	0.10546297701911844	0.12304013985563818	0.5097377222590724	5	True	False
gomwiki	4274	94.47909821754227	4.0	5.0	0.021168703318853788	0.1587652748914034	0.03175305497828068	5	True	False
gorwiki	15472	18.384776310850235	1.0	4.0	0.05439282932204212	0.10878565864408424	0.3263569759322527	5	True	False
gotwiki	1039	28.68797657556207	2.0	4.0	0.0	0.06971561743757505	0.20914685231272517	5	False	False
gpewiki	2390	64.75878318807408	3.549999999999727	14.0	0.40148994036052454	0.18530304939716516	0.16986112861406807	5	False	False
gucwiki	796	63.62193018134549	4.0	2.0	0.04715355210772317	0.07858925351287195	0.1728963577283183	5	False	False
gurwiki	1523	66.9103878332804	1.0	6.899999999999864	0.29890724964610427	0.1195628998584417	0.029890724964610427	5	True	False
guwiki	30622	59.79841135013531	3.0	3.0	0.20067422744288083	0.11705996600834716	0.3679027503119482	5	True	False
guwwiki	1573	53.4265851426048	1.0	4.0	0.07486909352943498	0.11230364029415246	0.2807591007353812	5	False	False
gvwiki	6776	43.29549630157853	3.0	19.0	0.13858254350998728	0.09238836233999152	0.48503890228495544	5	True	False
hakwiki	10393	25.632011235952593	4.0	2.0	0.0	0.42915087305247873	0.3511234415883917	5	True	False
hawiki	52610	78.42831121476479	5.0	4.0	0.2295089581963528	0.12750497677575157	0.21675846051877765	5	True	False
hawwiki	2669	43.858864554386265	2.0	3.0	0.04560081571468732	0.09120163142937464	0.1140020392867183	5	False	False
hewiki	365590	93.0967238950974	8.0	13.0	0.2792794301687473	0.13963971508437364	1.428621700478592	5	True	False
hifwiki	11368	33.85262175962151	2.0	4.0	0.11815923825347824	0.14769904781684778	0.4430971434505434	5	True	False
hiwiki	166268	71.44683337979363	3.0	5.0	0.16795705886936904	0.1539606372969216	0.39189980402852775	5	True	False
howiki	4	5.186520991955976	1.0	0.8499999999999996	0.0	0.0	0.0	5	False	False
hrwiki	207674	77.07139547199077	4.0	5.0	0.1556997888323046	0.1297498240269205	0.9471737153965196	5	True	False
hsbwiki	14051	39.274673773310965	4.0	8.0	0.10184680395023912	0.20369360790047825	0.6620042256765543	5	True	False
htwiki	70919	21.633307652783937	2.0	7.0	0.09245003270420485	0.5084751798731266	1.3405254742109702	5	False	False
huwiki	556986	83.64209466530593	5.0	9.0	0.22715834743293495	0.1434684299576431	1.0401461171929127	5	True	False
hywiki	312241	77.34339015067803	5.0	9.0	0.3878805925309831	0.12929353084366105	0.5430328295433764	5	True	False
hywwiki	12062	88.084618407529	9.0	7.0	0.2724652775239656	0.1248799188651509	0.4086979162859484	5	True	False
iawiki	29876	39.63584236521283	4.0	3.0	0.025229689602299696	0.10091875840919878	0.35321565443219577	5	True	False
idwiki	712974	69.06518659932803	3.0	6.0	0.2751024204166106	0.14479074758768978	0.7384328126972179	5	True	False
iewiki	12833	30.40394711217607	2.0	2.0	0.0	0.09867139910918245	0.5920283946550947	5	False	False
igwiki	39891	77.92945527847606	3.0	3.0	0.3721314347234984	0.12832118438741325	0.11548906594867192	5	True	False
iiwiki	15	5.916079783099616	2.0	1.0	0.0	0.50709255283711	0.1690308509457033	5	False	False
ikwiki	913	19.3235607484749	3.0	2.0	0.0517502965947373	0.1035005931894746	0.2587514829736865	5	True	False
ilowiki	15410	48.4262325604625	3.0	4.0	0.1858496836144142	0.10324982423023012	0.5781990156892887	5	True	False
inhwiki	2228	38.094619042589215	4.0	4.0	0.23625383915607961	0.15750255943738642	0.393756398593466	5	True	False
iowiki	49254	44.710177812216315	3.0	2.0	0.04473254408425844	0.08946508816851688	0.5367905290111014	5	False	False
iswiki	59337	63.54683312329574	3.0	3.0	0.1101549779265689	0.1101549779265689	0.7081391438136573	5	True	False
itwiki	1883896	86.49855490122364	4.0	4.0	0.26590039598077303	0.16185241494481836	1.2138931120861376	5	True	False
iuwiki	524	27.477263328068172	3.0	1.0	0.0	0.0727874525246839	0.1455749050493678	5	False	False
jamwiki	1789	39.298854945150744	2.0	3.0	0.07633810206905743	0.025446034023019145	0.20356827218415316	5	False	False
jawiki	1472586	60.37383539249432	5.0	12.0	0.8447367914999205	0.31470586349997043	2.882043170999729	5	True	False
jbowiki	1411	34.022051672408	3.0	4.0	0.0	0.20574890860203543	2.3367197476945454	5	True	False
jvwiki	82726	48.7134478352744	3.0	4.0	0.20528212319963926	0.10264106159981963	0.4721488833591703	5	True	False
kaawiki	6063	84.6994687114386	2.0	3.0	0.08264514649847686	0.09445159599825927	0.1298709444976065	5	True	False
kabwiki	6894	39.94621383810985	3.0	4.0	0.05006732322881479	0.15020196968644436	0.4255722474449257	5	True	False
kawiki	172502	65.05382386916237	4.0	7.0	0.19983452511793734	0.12297509238026913	0.6917348946390139	5	True	False
kbdwiki	1677	51.3926064721376	6.0	2.0	0.09729025910975618	0.13620636275365866	0.25295467368536606	5	True	False
kbpwiki	1956	49.05863838306155	4.0	5.0	0.0	0.2446052396787114	0.2446052396787114	5	True	False
kcgwiki	1508	43.40391687394122	3.0	7.0	0.16127576735367516	0.06911818600871793	0.20735455802615377	5	False	False
kgwiki	1374	21.62868465718614	3.0	2.0	0.0	0.13870468997767965	0.4161140699330389	5	False	False
kiwiki	1998	32.516149833582695	3.0	1.0	0.0	0.06150789715990296	0.12301579431980592	5	False	False
kjwiki	6	10.965856099730654	0.75	0.75	0.0	0.0	0.0	5	False	False
kkwiki	240125	50.428166732491874	3.0	4.0	0.05949056240561369	0.09915093734268948	0.37677356190222006	5	True	False
klwiki	300	51.39212001853981	3.0	2.0	0.0	0.05934761980824527	0.11674941601621976	5	True	False
kmwiki	12352	100.5596837703857	4.0	4.0	0.11933211750546432	0.10938777438000896	0.2784416075127501	5	True	False
knwiki	33534	125.13213016647641	6.0	6.0	0.26372123575373196	0.15983105197195877	0.2956874461481237	5	True	False
koiwiki	3513	34.66698717800552	3.0	2.0	0.028845887150944872	0.3749965329622833	0.3749965329622833	5	True	False
kowiki	696663	48.45616575834287	3.0	15.0	0.2889209201945486	0.24764650302389882	1.6303394782406673	5	True	False
krcwiki	2143	67.92790295600179	5.0	3.0	0.07360745411555832	0.11777192658489331	0.38128661231859007	5	True	False
kshwiki	3004	48.664155186338114	2.0	3.0	0.020549005652537006	0.14384303956775904	0.24658806783044407	5	False	False
kswiki	5439	33.73870181260681	2.0	3.0	0.17783731079297302	0.11855820719531535	0.1481977589941442	5	True	False
kuwiki	79069	38.09986876617807	3.0	4.0	0.2099744765289518	0.1049872382644759	0.39370214349178456	5	True	False
kvwiki	5615	42.33556424567884	3.0	6.0	0.023620802458114615	0.30707043195549	1.110177715531387	5	True	False
kwwiki	7108	41.460221900033275	6.0	6.0	0.02411950429042922	0.07235851287128765	0.48239008580858433	5	True	False
kywiki	79717	51.31276644267	1.0	3.0	0.05846498265401063	0.0779533102053475	0.19488327551336876	5	True	False
ladwiki	3780	58.30222980298437	4.0	5.0	0.1029120158915924	0.1543680238373886	0.4974080768093633	5	False	False
lawiki	139625	39.93745109543172	3.0	7.0	0.10015661716722687	0.20031323433445375	1.0516444802558822	5	False	False
lbewiki	1283	24.445858544955968	3.0	3.0	0.08181344894563622	0.12272017341845433	0.3272537957825449	5	True	False
lbwiki	64041	49.122296363260546	4.0	5.0	0.10178677240625889	0.14250148136876245	1.1196544964688477	5	True	False
lezwiki	4652	54.07217398995531	4.0	3.0	0.2589132074216343	0.12945660371081716	0.4993326143131519	5	True	False
lfnwiki	4888	67.12935274527823	4.0	3.0	0.0	0.08937967900222352	0.23834581067259605	5	False	False
lgwiki	4252	69.49748196877351	2.0	5.0	0.2446131790449388	0.10072307372438656	0.37411427383343576	5	False	False
lijwiki	11307	59.08553122381117	5.0	2.0	0.10154770340089675	0.2200200240352763	0.33849234466965583	5	True	False
liwiki	15018	67.13382158048204	4.0	3.0	0.02979124311584646	0.11916497246338584	0.9384241581491635	5	False	False
lldwiki	181049	13.416407864998739	3.0	3.0	0.29814239699997197	0.22360679774997896	0.37267799624996495	5	False	False
lmowiki	74265	32.6772091831601	3.0	2.0	0.030602368592582894	0.12240947437033158	0.4590355288887434	5	False	False
lnwiki	4048	32.66496594212215	3.0	3.0	0.0612276774922627	0.18368303247678808	0.3367522262074448	5	True	False
lowiki	4772	55.16294045824604	3.0	4.0	0.14502490138384416	0.14502490138384416	0.2537935774217273	5	True	False
ltgwiki	1088	42.666145830154356	3.0	3.0	0.11718893053766866	0.16406450275273612	0.35156679161300597	5	True	False
ltwiki	219088	58.360945845659494	4.0	4.0	0.1884822091316073	0.13707797027753257	0.959545791942728	5	False	False
lvwiki	130970	64.72248450113763	5.0	9.0	0.18540697398272893	0.13905523048704668	0.8961337075831898	5	True	False
madwiki	1429	68.78371900384565	4.0	2.0	0.1453832410463428	0.08722994462780566	0.0726916205231714	5	True	False
maiwiki	15038	36.66674242416415	3.0	4.0	0.2181813673943348	0.4909080766372533	0.3272720510915022	5	True	False
map_bmswiki	14095	22.187834504520698	1.0	3.0	0.04506974305204293	0.13520922915612876	0.3154882013643005	5	True	False
mdfwiki	5945	21.466252583997985	22.0	4.0	2.086996778999812	0.6056017439061929	0.838525491562421	5	True	False
mgwiki	97749	37.33630940518894	1.0	5.0	0.053567158400558014	0.13391789600139503	0.3481865296036271	5	False	False
mhrwiki	11630	33.58571124749333	5.0	2.0	0.29774566708770683	0.1786474002526241	0.8039133011368085	5	True	False
mhwiki	9	30.482782025267966	1.0	1.0	0.0	0.01968324280581228	0.0	5	False	False
minwiki	228047	21.166010488516726	1.0	1.0	0.0472455591261534	0.1417366773784602	0.1889822365046136	5	False	False
miwiki	7985	22.32935287911404	2.0	2.0	0.0	0.7613297211089849	0.3582728099336399	5	True	False
mkwiki	145979	90.17871145675132	6.0	8.0	0.2550491089133663	0.1330691003026259	0.6431673181293585	5	True	False
mlwiki	87677	74.97999733262199	5.0	7.0	0.2534009159231266	0.13336890311743504	0.4401173802875356	5	True	False
mniwiki	11094	28.232073958531654	2.0	2.0	0.07084141260531111	0.1771035315132778	0.21252423781593335	5	True	False
mnwiki	27590	78.7337284776988	5.0	13.0	0.12701037018502792	0.11430933316652513	0.43183525862909494	5	True	False
mnwwiki	3377	109.42303231038697	5.0	3.0	0.17546580088858732	0.10966612555536812	0.0365553751851227	5	True	False
mrjwiki	10580	20.857852238425682	3.0	3.0	0.047943574849846494	0.1438307245495395	0.479435748498465	5	False	False
mrwiki	98612	56.01696171696564	2.0	5.0	0.10711041470467333	0.16066562205701002	0.48199686617103005	5	True	False
mswiki	380918	58.180752831155424	3.0	5.0	0.2062537766540222	0.13750251776934813	0.532822256356224	5	True	False
mtwiki	6752	135.29135227352847	19.0	7.0	0.22913511823967153	0.12565474226046502	0.4065300484897398	5	True	False
muswiki	4	5.757603668193911	0.0	0.8499999999999996	0.0	0.44289258986107016	0.14763086328702338	5	False	False
mwlwiki	4542	134.65548633457158	6.0	5.0	0.09654266865666035	0.11139538691153118	0.27477528771511023	5	True	False
myvwiki	8022	40.38564101261734	4.0	3.0	0.866644656923119	0.1485676554725347	0.4952255182417823	5	True	False
mywiki	110776	58.908827861365566	2.0	3.0	0.08487692221218293	0.11882769109705611	0.1358030755394927	5	True	False
mznwiki	30301	23.130067012440755	3.0	3.0	0.4755714712838286	0.12970131035013507	0.25940262070027015	5	True	False
nahwiki	4627	16.96172161073279	2.0	3.0	0.0	0.29478139747537024	0.3537376769704443	5	False	False
napwiki	15033	30.04995840263344	2.0	4.0	0.0	0.09983374884595826	0.366057079101847	5	False	False
nds_nlwiki	7934	65.4473070492591	4.0	4.0	0.030558934968778692	0.12223573987511477	0.4889429595004591	5	True	False
ndswiki	85307	50.25932749251625	3.0	5.0	0.059690412698950424	0.13927762963088433	0.5770073227565208	5	False	False
newiki	32845	66.38975824628373	4.0	6.0	0.22593846394733103	0.150625642631554	0.3615015423157296	5	True	False
newwiki	73323	46.357307945997036	1.0	2.0	0.04314314373754959	0.15100100308142358	0.43143143737549594	5	True	False
ngwiki	21	27.23967694375247	2.0	1.0	0.0	0.036711154910717615	0.14684461964287046	5	True	False
niawiki	1783	64.22149172979398	3.0	3.0	0.1557111136887645	0.1245688909510116	0.2491377819020232	5	True	False
nlwiki	2185680	59.61543424315552	3.0	4.0	0.10064507750673414	0.11741925709118983	0.872257338391696	5	True	False
nnwiki	171612	55.731499172371095	4.0	8.0	0.16148856811054085	0.12560221964153176	0.699783795145677	5	True	False
novwiki	1764	34.364225584174	3.0	2.0	0.029100030133096817	0.20370021093167773	0.6984007231943236	5	True	False
nowiki	634398	60.74537019394976	4.0	9.0	0.2469323991623974	0.13169727955327862	0.9548052767612699	5	True	False
nqowiki	1611	95.44631999192006	4.0	6.0	0.02095418660634908	0.10477093303174541	0.18858767945714175	5	False	False
nrmwiki	5042	36.1794140361615	2.0	2.0	0.0	0.19348019271410713	0.9660189621940013	5	False	False
nsowiki	8713	15.66524816273268	3.0	2.0	0.2553422683412014	0.06383556708530035	0.5745201037677031	5	True	False
nvwiki	22767	24.61706725018234	3.0	1.0	0.0	0.04062222318511938	0.324977785480955	5	False	False
nywiki	1140	70.60028328555063	2.0	3.0	0.14235070359918559	0.08498549468608134	0.1133139929147751	5	False	False
ocwiki	90337	57.52738478324905	4.0	4.0	0.10429815335090799	0.24336235781878532	0.625788920105448	5	True	False
olowiki	4759	41.27468958090414	3.0	4.0	0.14536753785244502	0.09691169190163001	0.21805130677866752	5	True	False
omwiki	2263	71.32250696659506	3.0	3.0	0.028041639099095735	0.07010409774773935	0.210312293243218	5	False	False
orwiki	18668	59.99958333188651	4.0	6.0	0.4333363426239398	0.2833353009464222	0.35000243058087444	5	True	False
oswiki	18723	32.185400416959205	5.0	3.0	0.12427995141214122	0.09320996355910592	0.4660498177955296	5	True	False
pagwiki	2711	26.19160170741759	2.0	2.0	0.19090088708030314	0.19090088708030314	0.19090088708030314	5	True	False
pamwiki	9918	37.870172959731775	3.0	9.0	0.13203002809933334	0.13203002809933334	0.3432780730582667	5	True	False
papwiki	4392	54.40955798386896	4.0	3.0	0.14703299009287663	0.09189561880804788	0.5881319603715065	5	True	False
pawiki	55413	64.52906321960671	3.0	6.0	0.26344718413384105	0.13947203865909233	0.29444097050252827	5	True	False
pcdwiki	5887	29.354727046934023	10.0	2.0	0.13626425459874214	0.2725285091974843	0.4087927637962264	5	True	False
pcmwiki	1502	58.99830506039983	1.0	4.0	0.08474819734026635	0.10169783680831963	0.10169783680831963	5	False	False
pdcwiki	2196	32.41527417746146	2.0	4.0	0.0	0.09254896267654951	0.24679723380413202	5	False	False
pflwiki	2782	58.00862004909267	5.0	2.0	0.06809332814083381	0.13791053800675837	0.18962698975929276	5	True	False
pihwiki	960	22.49555511651131	3.0	4.0	0.08890645239210114	0.13335967858815173	0.40230169707425567	5	True	False
piwiki	3199	7.3484692283495345	0.0	3.0	0.0	0.5443310539518174	0.0	5	False	False
plwiki	1637842	64.13267497929586	5.0	10.0	0.34303886446499116	0.14033408091749638	1.0603019447099726	5	True	False
pmswiki	68942	6.782329983125268	3.0	2.0	0.14744195615489714	0.7372097807744856	0.4423258684646914	5	False	False
pnbwiki	73799	46.16383866187897	3.0	5.0	0.4115775583387471	0.216619767546709	0.5198874421121016	5	False	False
pntwiki	550	38.866437963878255	3.0	3.0	0.025729139390889933	0.10291655756355973	1.2349986907627168	5	False	False
pswiki	21767	85.7128928458257	3.0	5.0	0.4200068251663639	0.10500170629159097	0.14000227505545462	5	True	False
ptwiki	1132896	85.3580693314932	4.0	8.0	0.3397452663482436	0.1405842481441008	1.0192357990447307	5	True	False
pwnwiki	436	71.62227307199905	5.0	1.0	0.055848548620887214	0.2129225916171325	0.12565923439699625	5	False	False
quwiki	24340	24.269322199023193	4.0	7.0	0.08240856434303293	0.37083853954364815	1.524558440346109	5	True	False
rmwiki	3846	160.3176534259406	11.0	5.0	0.07485139498716185	0.1372275574764634	0.2557422662061363	5	True	False
rmywiki	887	36.88631182430682	2.0	2.0	0.0	0.1626619660045872	0.27110327667431205	5	False	False
