P17	P19	P27	P131	P183	P361	P495	P1269	P1532	P3842	P9714
country	place of birth	country of citizenship	located in the administrative territorial entity	endemic to	part of	country of origin	facet of	country for sport	located in present-day administrative territorial entity	taxon range
